"","model1_ASC_t","model1_DES_t","model2_ASC_t","model2_DES_t","model3_ASC_t","model3_DES_t","model4_ASC_t","model4_DES_t","model1_ASC_P","model1_DES_P","model2_ASC_P","model2_DES_P","model3_ASC_P","model3_DES_P","model4_ASC_P","model4_DES_P","model1_ASC_FDR","model1_DES_FDR","model2_ASC_FDR","model2_DES_FDR","model3_ASC_FDR","model3_DES_FDR","model4_ASC_FDR","model4_DES_FDR"
"d__Bacteria--p__Actinobacteria--c__Actinobacteria",0.735326118543983,-0.653971665475361,0.904454170403904,-0.651721468824886,0.734709729900729,-1.17636610712149,0.552262349347652,-1.0930002263821,0.463125231223851,0.51399343429668,0.367019707668511,0.515455836941285,0.463559188623442,0.241153302824873,0.581553955082402,0.276078673375627,0.878882403567746,0.753292133584509,0.748155557939657,0.773183755411928,0.94877591409675,0.663026878237942,0.94213480324154,0.636181290822097
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Candidatus_Stoquefichus",-0.240193284216288,-0.633187644021066,-0.127830647812884,-0.444691367327837,-0.466038815608246,-0.722620627069107,-0.474980142066661,-0.707585408338227,0.810461550678749,0.527442448512331,0.898432328655028,0.657105138861629,0.641802352016718,0.470942208512811,0.635461206649724,0.480258521205068,0.987458900826982,0.753292133584509,0.971773743239112,0.778827597714815,0.94877591409675,0.745072747796388,0.94213480324154,0.739985227664106
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-014",-1.17555010841158,-0.62704652581079,-1.05920341530402,-0.475266928006039,-0.66537494009185,-0.305104300072034,-0.537658695346284,-0.0846462899754065,0.241371546822953,0.531450641546916,0.290992345469182,0.635203232526807,0.506739732913405,0.760673588729895,0.591573986340566,0.932651128461042,0.690836932612636,0.753292133584509,0.692804565910114,0.778827597714815,0.94877591409675,0.916265913697373,0.94213480324154,0.969225682518338
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Bacteroidaceae",-0.186576384926495,-0.624535352186142,0.136653428394385,-0.300615584950086,-0.249650184982346,-0.728469495753223,-0.314789671621636,-0.544331634694834,0.852208896395833,0.533094112995822,0.89146456253609,0.764072822516361,0.803168415857674,0.467365141445108,0.753339320570958,0.586990480196214,0.993059764925698,0.753292133584509,0.971593788948509,0.82133932173188,0.94877591409675,0.745072747796388,0.967645755779071,0.800751702537584
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Bacteroidaceae--g__Bacteroides",-0.186576384926495,-0.624535352186142,0.136653428394385,-0.300615584950086,-0.249650184982346,-0.728469495753223,-0.314789671621636,-0.544331634694834,0.852208896395833,0.533094112995822,0.89146456253609,0.764072822516361,0.803168415857674,0.467365141445108,0.753339320570958,0.586990480196214,0.993059764925698,0.753292133584509,0.971593788948509,0.82133932173188,0.94877591409675,0.745072747796388,0.967645755779071,0.800751702537584
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Clostridiaceae_1",-0.804433352059464,-0.614749378820469,-0.551754633570268,-0.481678343829276,-0.137275230206595,-0.222559666210875,-0.39630565416616,-0.606996768991444,0.422238213402303,0.53952331590028,0.581832617252183,0.630650329577695,0.890980614893619,0.824155165259226,0.692417659592837,0.544735489558832,0.859973054413077,0.755807993199511,0.915954318248487,0.778827597714815,0.981303178787663,0.941038520052736,0.961523212884376,0.78029678234103
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-004--s__uncultured_bacterium",0.417573785735234,-0.589520791346127,0.607863044261138,-0.209877290430335,0.256905538322577,-0.201670393490585,0.180621604059256,-0.228003939327595,0.676770631503763,0.556276650737321,0.544080076931782,0.834013294566026,0.797571766597669,0.840424338663449,0.856897541158611,0.819941753977404,0.938785162314578,0.769112934497688,0.914145098599753,0.863896507074906,0.94877591409675,0.941038520052736,0.974817410519866,0.899108544016602
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__DTU089--__",-0.952773889662313,-0.575251974166058,-0.849421701659378,-0.486367755964454,-0.307052410260107,-0.0460874595392533,-0.0992278883912359,0.237496260456791,0.342018773689929,0.56586402702369,0.396827415039292,0.627329184406722,0.759190656019649,0.963296613105786,0.921083916838573,0.812583442463321,0.814644892238888,0.773984728843074,0.76784966955755,0.778827597714815,0.94877591409675,0.984692692095948,0.974817410519866,0.898417001000881
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__DTU089",-0.952773889662313,-0.569122762427351,-0.849421701659378,-0.474127739595032,-0.307052410260107,-0.0285765439954948,-0.0992278883912359,0.260774357514143,0.342018773689929,0.570006743319064,0.396827415039292,0.636013662498496,0.759190656019649,0.977237064379042,0.921083916838573,0.794610440003109,0.814644892238888,0.773984728843074,0.76784966955755,0.778827597714815,0.94877591409675,0.988568640363634,0.974817410519866,0.898417001000881
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--__",0.0219486807201292,-0.52151053409152,0.2487589273155,-0.38976439881325,0.685962231883731,0.136721295925712,1.14960083389968,0.977382384284487,0.982513898407849,0.602674328457646,0.803844044765749,0.697195788974591,0.493699653339941,0.891418790293727,0.252056519550872,0.329893114370548,0.993059764925698,0.773984728843074,0.948574476450962,0.797511729834244,0.94877591409675,0.964864622335289,0.837768464465458,0.692104516817238
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--__--__",0.0219486807201292,-0.52151053409152,0.2487589273155,-0.38976439881325,0.685962231883731,0.136721295925712,1.14960083389968,0.977382384284487,0.982513898407849,0.602674328457646,0.803844044765749,0.697195788974591,0.493699653339941,0.891418790293727,0.252056519550872,0.329893114370548,0.993059764925698,0.773984728843074,0.948574476450962,0.797511729834244,0.94877591409675,0.964864622335289,0.837768464465458,0.692104516817238
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospiraceae_UCG-010",-0.543732218964319,-0.471588724414787,-0.500994193442931,-0.273680914153232,-0.0338931494314685,-0.00171928955479903,0.0100931093141611,-0.11309398575326,0.587317768204713,0.637811169002869,0.617015746237596,0.784660135301406,0.973003322180553,0.998630295631887,0.991959814461733,0.910101449359371,0.915335264728371,0.801675698588587,0.916503932531163,0.82133932173188,0.982120528283545,0.998630295631887,0.991959814461733,0.958318744689668
"d__Bacteria--p__Patescibacteria--c__Saccharimonadia",0.0369909771507529,-0.459868213910539,-0.00693803264536207,-0.619830786060683,-0.264720802259022,-0.87761765359152,-0.619906195127527,-1.14431597187232,0.970534362060142,0.646184911132372,0.994472335731735,0.536194252943772,0.791554945734109,0.381435099551967,0.536218219400951,0.254245376403439,0.993059764925698,0.805830595059194,0.997373631844567,0.777927100784802,0.94877591409675,0.693122066614431,0.94213480324154,0.621923305356105
"d__Bacteria--p__Patescibacteria--c__Saccharimonadia--o__Saccharimonadales",0.0369909771507529,-0.459868213910539,-0.00693803264536207,-0.619830786060683,-0.264720802259022,-0.87761765359152,-0.619906195127527,-1.14431597187232,0.970534362060142,0.646184911132372,0.994472335731735,0.536194252943772,0.791554945734109,0.381435099551967,0.536218219400951,0.254245376403439,0.993059764925698,0.805830595059194,0.997373631844567,0.777927100784802,0.94877591409675,0.693122066614431,0.94213480324154,0.621923305356105
"d__Bacteria--p__Patescibacteria",0.189642275865199,-0.416062986288591,0.0974219359533612,-0.577359201851625,-0.110114003912679,-0.821491411230981,-0.529718531912785,-1.0783606194818,0.849809238818782,0.677876628764038,0.922504755711436,0.564456214028116,0.912452777426075,0.412559035352743,0.597055379424855,0.282537444933186,0.993059764925698,0.835522356383582,0.98187369357347,0.778827597714815,0.982120528283545,0.721807960463152,0.94213480324154,0.646380629415491
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae--g__Actinomyces",0.485023874402143,-0.378926444151335,0.363561324908316,-0.486595002823712,0.19887363958815,-0.808896902583793,0.146279386141779,-0.707092894781229,0.628266000095152,0.705204465774858,0.716632077627758,0.627168435783204,0.842606434297692,0.419746379210051,0.883888492423369,0.4805636588591,0.917245860079151,0.841957589057259,0.943128652896191,0.778827597714815,0.963844770167864,0.721807960463152,0.974817410519866,0.739985227664106
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Eggerthella--__",0.108099527805798,-0.374293689594364,0.0362468007086991,-0.448479336634972,0.210596649726813,-0.10487963759676,0.158615001781666,-0.183442260843853,0.914040582125119,0.708641560793587,0.97112760167972,0.654375055031818,0.833461875835564,0.916599477056325,0.874176052693378,0.854689230332194,0.993059764925698,0.841957589057259,0.989803132481253,0.778827597714815,0.962626123330773,0.965982511566446,0.974817410519866,0.915121802173865
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae--g__Actinomyces--__",0.565382262269441,-0.370436733338004,0.454010180334869,-0.473933031849593,0.311001792828826,-0.843099481023103,0.270431208231275,-0.725185283154216,0.572537925953596,0.711507657528426,0.650393864103154,0.636152223560595,0.756191809250252,0.400400767736132,0.787183708216517,0.469424766766456,0.915335264728371,0.841957589057259,0.923327003503585,0.778827597714815,0.94877591409675,0.712698711580463,0.974817410519866,0.739985227664106
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales",0.315084459654459,-0.351077875649595,0.383499108396958,-0.473311653429797,-0.0800862483816168,-0.801934082196492,-0.160609380304906,-0.701680709495435,0.753072916266154,0.725954644779863,0.701823332113193,0.636594504765964,0.936265711903528,0.42375155348932,0.872607535823661,0.48392380340134,0.942180384632749,0.841957589057259,0.943128652896191,0.778827597714815,0.982120528283545,0.721807960463152,0.974817410519866,0.739985227664106
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae",0.315084459654459,-0.351077875649595,0.383499108396958,-0.473311653429797,-0.0800862483816168,-0.801934082196492,-0.160609380304906,-0.701680709495435,0.753072916266154,0.725954644779863,0.701823332113193,0.636594504765964,0.936265711903528,0.42375155348932,0.872607535823661,0.48392380340134,0.942180384632749,0.841957589057259,0.943128652896191,0.778827597714815,0.982120528283545,0.721807960463152,0.974817410519866,0.739985227664106
"d__Bacteria--p__Patescibacteria--c__Saccharimonadia--o__Saccharimonadales--f__Saccharimonadaceae--__",0.327509779191519,-0.324970868599956,0.333422541901438,-0.527419370812892,0.03686502725365,-0.922155410004349,-0.210593398851826,-1.17137945266059,0.743673806089292,0.745593513061535,0.739221456497827,0.598586022751484,0.970637187892863,0.357802138928871,0.8334776380491,0.243232316837951,0.942180384632749,0.852873155228662,0.9440659564912,0.778827597714815,0.982120528283545,0.690882331047478,0.974817410519866,0.609038399641483
"d__Bacteria--p__Patescibacteria--c__Saccharimonadia--o__Saccharimonadales--f__Saccharimonadaceae--__--__",0.327509779191519,-0.324970868599956,0.333422541901438,-0.527419370812892,0.03686502725365,-0.922155410004349,-0.210593398851826,-1.17137945266059,0.743673806089292,0.745593513061535,0.739221456497827,0.598586022751484,0.970637187892863,0.357802138928871,0.8334776380491,0.243232316837951,0.942180384632749,0.852873155228662,0.9440659564912,0.778827597714815,0.982120528283545,0.690882331047478,0.974817410519866,0.609038399641483
"d__Bacteria--p__Patescibacteria--c__Saccharimonadia--o__Saccharimonadales--f__Saccharimonadaceae",0.364623089251141,-0.26237953026298,0.345877779459632,-0.452149138069495,0.0581187926432277,-0.804160344820315,-0.140745877386016,-1.03651559488661,0.715833007355353,0.793339233309255,0.729857259096252,0.651734577434677,0.953724330589723,0.42246850862715,0.888251119008012,0.301565681020602,0.942180384632749,0.869355663744274,0.943128652896191,0.778827597714815,0.982120528283545,0.721807960463152,0.974817410519866,0.665957545587163
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Anaerotruncus--__",0.94984498707254,-0.231986803011869,0.962778777567905,-0.0940038082624285,0.760067123643975,0.154490012254152,1.08172655929673,0.446340279697138,0.343500932986806,0.816820876808257,0.337010152496371,0.92521618653915,0.448299122600206,0.877413344086779,0.281032749164164,0.655970401742494,0.814644892238888,0.883500132057911,0.728491274813583,0.934027769268094,0.94877591409675,0.964864622335289,0.884835784497071,0.858430402280301
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Phascolarctobacterium--s__Ruminococcus_sp._N15.MGS-57",-0.652104266593675,-0.209595424821818,-0.679389987280111,-0.108938394318267,-0.972645602839798,-0.398627503833873,-0.537651188741758,-0.356066005257976,0.515189487933498,0.834228650769293,0.497804047012647,0.913379082475048,0.33215319336298,0.690686213326102,0.591579157393092,0.722272204542608,0.903703808335602,0.899270206591984,0.874594955524981,0.925014484799571,0.94877591409675,0.880606201213199,0.94213480324154,0.877879091730843
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Bilophila",-0.518267581040147,-0.205027657039243,-0.837873943604287,-0.339636373050974,-0.844745824700459,0.13093350319978,-0.815190733540823,-0.1238598441656,0.60492622903242,0.837790165014114,0.403264292985606,0.734547167773779,0.39947596110466,0.895988386701765,0.416198058989612,0.901585693220384,0.915335264728371,0.900058352954353,0.767892486044446,0.820468413355453,0.94877591409675,0.964864622335289,0.9224676382307,0.955680834813607
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Anaerotruncus",0.977294436701911,-0.198976064085353,0.939615596752606,-0.0377340760987482,0.778131684475042,0.20970341030166,1.05665751129159,0.50950957626495,0.329772454249064,0.84251378151179,0.348732436552752,0.969943722096747,0.437605764918199,0.834159442354622,0.292291120368909,0.611115087132953,0.814644892238888,0.901355268717907,0.728491274813583,0.976082606413815,0.94877591409675,0.941038520052736,0.90241336191566,0.81653192314403
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Ruminococcus_gnavus_group",0.127648556191352,-0.127765424078221,0.0194869830415517,-0.276820642848298,0.277551119259605,0.224292992506205,0.424928963299537,0.0582382488560903,0.898573665715806,0.8984821547052,0.984475208204895,0.782252155610798,0.781704407281136,0.822808517464678,0.671470259507448,0.953633386795733,0.993059764925698,0.929999100767654,0.997016293659734,0.82133932173188,0.94877591409675,0.941038520052736,0.94213480324154,0.978997713270064
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Ruminococcus_gnavus_group--__",0.127648556191352,-0.127765424078221,0.0194869830415517,-0.276820642848298,0.277551119259605,0.224292992506205,0.424928963299537,0.0582382488560903,0.898573665715806,0.8984821547052,0.984475208204895,0.782252155610798,0.781704407281136,0.822808517464678,0.671470259507448,0.953633386795733,0.993059764925698,0.929999100767654,0.997016293659734,0.82133932173188,0.94877591409675,0.941038520052736,0.94213480324154,0.978997713270064
"d__Bacteria--p__Verrucomicrobia--c__Verrucomicrobiae--o__Verrucomicrobiales",-0.0168467733759415,-0.115611279789823,-0.342282886757622,-0.425743437207194,-0.347774558845565,-0.366561800682937,-0.293017055615845,-0.233476748616086,0.986578046873321,0.908093937494126,0.732555903350186,0.670830166654962,0.728452749953272,0.71441839180048,0.769896043573109,0.81569731204919,0.993059764925698,0.929999100767654,0.943128652896191,0.778827597714815,0.94877591409675,0.888950382791546,0.967645755779071,0.898417001000881
"d__Bacteria--p__Verrucomicrobia--c__Verrucomicrobiae--o__Verrucomicrobiales--f__Akkermansiaceae",-0.0168467733759415,-0.115611279789823,-0.342282886757622,-0.425743437207194,-0.347774558845565,-0.366561800682937,-0.293017055615845,-0.233476748616086,0.986578046873321,0.908093937494126,0.732555903350186,0.670830166654962,0.728452749953272,0.71441839180048,0.769896043573109,0.81569731204919,0.993059764925698,0.929999100767654,0.943128652896191,0.778827597714815,0.94877591409675,0.888950382791546,0.967645755779071,0.898417001000881
"d__Bacteria--p__Verrucomicrobia--c__Verrucomicrobiae--o__Verrucomicrobiales--f__Akkermansiaceae--g__Akkermansia",-0.0168467733759415,-0.115611279789823,-0.342282886757622,-0.425743437207194,-0.347774558845565,-0.366561800682937,-0.293017055615845,-0.233476748616086,0.986578046873321,0.908093937494126,0.732555903350186,0.670830166654962,0.728452749953272,0.71441839180048,0.769896043573109,0.81569731204919,0.993059764925698,0.929999100767654,0.943128652896191,0.778827597714815,0.94877591409675,0.888950382791546,0.967645755779071,0.898417001000881
"d__Bacteria--p__Verrucomicrobia",-0.0168467733759415,-0.113800146037769,-0.342282886757622,-0.424442509722408,-0.347774558845565,-0.364931094167273,-0.293017055615845,-0.232459422965506,0.986578046873321,0.909527422448869,0.732555903350186,0.67177664391126,0.728452749953272,0.715633012561748,0.769896043573109,0.816485890846713,0.993059764925698,0.929999100767654,0.943128652896191,0.778827597714815,0.94877591409675,0.888950382791546,0.967645755779071,0.898417001000881
"d__Bacteria--p__Verrucomicrobia--c__Verrucomicrobiae",-0.0168467733759415,-0.113800146037769,-0.342282886757622,-0.424442509722408,-0.347774558845565,-0.364931094167273,-0.293017055615845,-0.232459422965506,0.986578046873321,0.909527422448869,0.732555903350186,0.67177664391126,0.728452749953272,0.715633012561748,0.769896043573109,0.816485890846713,0.993059764925698,0.929999100767654,0.943128652896191,0.778827597714815,0.94877591409675,0.888950382791546,0.967645755779071,0.898417001000881
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-003",-0.795703781758096,-0.0878507421829323,-0.252660601374013,0.140131101636583,-0.299229744955216,-0.321091921466945,0.327303084731463,-0.0158106387064115,0.427282209425366,0.930096330912277,0.800832191358118,0.888721328374375,0.765141325032258,0.748549551471818,0.743874659987334,0.987405663680391,0.859973054413077,0.94495409977669,0.948574476450962,0.902918154706234,0.94877591409675,0.905090332197864,0.967645755779071,0.995452655496735
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-003--__",-0.795703781758096,-0.0878507421829323,-0.252660601374013,0.140131101636583,-0.299229744955216,-0.321091921466945,0.327303084731463,-0.0158106387064115,0.427282209425366,0.930096330912277,0.800832191358118,0.888721328374375,0.765141325032258,0.748549551471818,0.743874659987334,0.987405663680391,0.859973054413077,0.94495409977669,0.948574476450962,0.902918154706234,0.94877591409675,0.905090332197864,0.967645755779071,0.995452655496735
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Rhodospirillales",0.46803567895029,-0.0663152989073737,0.801074170902591,0.322016729874265,0.398369994430715,-0.0544419206662889,0.688652089598239,0.138395509216398,0.640341449489218,0.947202937516709,0.424193912079521,0.747833342052052,0.690872482070356,0.956649344405835,0.492058595316342,0.890106331258683,0.917245860079151,0.953197892817448,0.79349214141934,0.820468413355453,0.94877591409675,0.983725251039986,0.94213480324154,0.946668272041007
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Rhodospirillales--f__uncultured",0.46803567895029,-0.0663152989073737,0.801074170902591,0.322016729874265,0.398369994430715,-0.0544419206662889,0.688652089598239,0.138395509216398,0.640341449489218,0.947202937516709,0.424193912079521,0.747833342052052,0.690872482070356,0.956649344405835,0.492058595316342,0.890106331258683,0.917245860079151,0.953197892817448,0.79349214141934,0.820468413355453,0.94877591409675,0.983725251039986,0.94213480324154,0.946668272041007
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Negativibacillus--__",-0.470390336306481,-0.0474185535625307,-0.47656672103452,-0.146361440826248,-0.463067750563847,-0.0221550235906341,-0.0654594999589318,0.214136434488017,0.638661883783998,0.962234023584785,0.63427555103095,0.883808466079469,0.643925979689927,0.982351227531158,0.947891429426506,0.830720302947137,0.917245860079151,0.965269462144989,0.916503932531163,0.902918154706234,0.94877591409675,0.988568640363634,0.974817410519866,0.905875179206448
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae",0.168691124663448,-0.00330592688724853,-0.0692159374702964,-0.171878644144313,-0.88690336587864,-0.894746779533289,-1.07455340718235,-1.00770789840418,0.866234415136519,0.997366043928627,0.944898140595933,0.863736175894848,0.376421816988848,0.372233740622403,0.284223389592938,0.315155195481809,0.993059764925698,0.997366043928627,0.981952969638911,0.888893540241299,0.94877591409675,0.693122066614431,0.886108214613279,0.677157784886589
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-013--__",-0.0209436800982049,0.0753691427757434,0.0466785573530986,0.0102189804161126,-0.389359664985628,-0.440938051522946,-0.189024923588409,-0.434121428792596,0.983314442969041,0.940007593406592,0.962823573485902,0.99185848746923,0.697512164236911,0.65983855934585,0.850317417650103,0.664800081541501,0.993059764925698,0.951982212430879,0.989803132481253,0.991877761082066,0.94877591409675,0.870055866463552,0.974817410519866,0.859324428080888
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Veillonella--s__Veillonella_atypica",-0.00871084047205015,0.131025464030229,-0.0877645077344556,0.0101947879158814,0.622962395940184,0.631759335495613,0.869511346975268,0.773038546528,0.993059764925698,0.895906531339879,0.93016594405346,0.991877761082066,0.534169316358621,0.528423791602658,0.385894881183218,0.440669297247467,0.993059764925698,0.929999100767654,0.98187369357347,0.991877761082066,0.94877591409675,0.784475665170305,0.917647270504764,0.739985227664106
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Bifidobacteriales--f__Bifidobacteriaceae--g__Bifidobacterium--__",1.34555631971501,0.175294445670045,1.49428682400369,0.255238547586331,1.54848933163833,-0.0522513460684293,1.14053713356698,-0.297088035859605,0.180186439616357,0.861052097147016,0.136932972158066,0.798845591063574,0.123420428244586,0.958392010804336,0.255799444649357,0.766794512833227,0.58679056583653,0.903678438589938,0.524634760798373,0.830172869144499,0.654128269696307,0.983725251039986,0.837768464465458,0.883480634351327
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Bifidobacteriales",1.40362773351798,0.175605764445547,1.56365019178448,0.28711138026548,1.55025911386451,-0.112595223733426,1.15865033510435,-0.343176667572177,0.162201724719189,0.86080786704991,0.119737748951446,0.774374650787253,0.12299527452882,0.910489173159665,0.248358085987856,0.731927583839972,0.558868494282357,0.903678438589938,0.514548704953511,0.82133932173188,0.654128269696307,0.965982511566446,0.837768464465458,0.877879091730843
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Bifidobacteriales--f__Bifidobacteriaceae",1.40362773351798,0.175605764445547,1.56365019178448,0.28711138026548,1.55025911386451,-0.112595223733426,1.15865033510435,-0.343176667572177,0.162201724719189,0.86080786704991,0.119737748951446,0.774374650787253,0.12299527452882,0.910489173159665,0.248358085987856,0.731927583839972,0.558868494282357,0.903678438589938,0.514548704953511,0.82133932173188,0.654128269696307,0.965982511566446,0.837768464465458,0.877879091730843
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__uncultured--s__human_gut_metagenome",-0.398693242898709,0.18394273008319,-0.135778326853285,0.164294513317574,-0.272663301357153,-0.163402048032308,0.233901329781587,-0.0121819532778689,0.690605291425979,0.854272571157856,0.892155303059637,0.869693338858424,0.785452982938851,0.870403077319316,0.815366302445198,0.990296013119527,0.942180384632749,0.903678438589938,0.971593788948509,0.892137037925739,0.94877591409675,0.961070064540078,0.974817410519866,0.995452655496735
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Bifidobacteriales--f__Bifidobacteriaceae--g__Bifidobacterium",1.40338492765528,0.184695479671867,1.5645858239838,0.299970858262978,1.55162721594485,-0.101658605453464,1.15731083290136,-0.342167303647601,0.162273967512291,0.853682984478458,0.119518040560896,0.764563719064527,0.122667407894744,0.919151843869963,0.248903096343634,0.732685532394731,0.558868494282357,0.903678438589938,0.514548704953511,0.82133932173188,0.654128269696307,0.965982511566446,0.837768464465458,0.877879091730843
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Negativibacillus",-0.557624132671672,0.196220891484025,-0.546900679481525,0.181019699938284,-0.629849183490128,0.167811946506596,-0.238164795761534,0.450198904668795,0.577813663856457,0.844666258106718,0.585155801558152,0.856566485999032,0.529664486091323,0.86693798303927,0.812063835440645,0.653192030999447,0.915335264728371,0.901355268717907,0.916503932531163,0.884377086193805,0.94877591409675,0.960579367966857,0.974817410519866,0.85832671842076
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Dialister--__",-0.289962924837585,0.239775985136147,-0.231340606746673,0.360438143747265,-0.862404438263069,-0.503029364790972,-0.963053915941972,-0.577013131727594,0.772187886324405,0.810786154070493,0.817325177822527,0.718964337613391,0.389716692155508,0.615618518884105,0.337001436311484,0.564762327475649,0.955469835996735,0.879965860049204,0.948574476450962,0.809757632936375,0.94877591409675,0.819107485377177,0.903272733944688,0.792202131727337
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_3",-0.485136160438432,0.255970119837581,-0.606696330678503,0.322408021960566,-0.206014500497541,1.15142714700566,-0.159080193722657,1.3330770822428,0.628186513732622,0.798276269853233,0.544852423584464,0.747537447593005,0.837033557683913,0.251232426809734,0.873810148778461,0.184450043042918,0.917245860079151,0.869355663744274,0.914145098599753,0.820468413355453,0.962626123330773,0.663026878237942,0.974817410519866,0.563991477765844
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_3--__",-0.485136160438432,0.255970119837581,-0.606696330678503,0.322408021960566,-0.206014500497541,1.15142714700566,-0.159080193722657,1.3330770822428,0.628186513732622,0.798276269853233,0.544852423584464,0.747537447593005,0.837033557683913,0.251232426809734,0.873810148778461,0.184450043042918,0.917245860079151,0.869355663744274,0.914145098599753,0.820468413355453,0.962626123330773,0.663026878237942,0.974817410519866,0.563991477765844
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Acidaminococcus--s__uncultured_organism",-0.0646809017592644,0.257831671152598,0.131100955665226,0.417592388642377,-0.909891921588076,-0.584125998168876,-0.836438258326634,-0.346926737028521,0.948501895167186,0.796841507071541,0.895848661312103,0.676769017265818,0.36420674238889,0.559938145277818,0.404179676181086,0.729113910563223,0.993059764925698,0.869355663744274,0.971773743239112,0.779755606849747,0.94877591409675,0.784475665170305,0.9224676382307,0.877879091730843
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Acidaminococcus",-0.0531774643355473,0.267497545760127,0.146779094975184,0.430714289046894,-0.901127562989827,-0.574805591581469,-0.833571816488596,-0.340863818358891,0.957651166372952,0.789402911165375,0.883478284188409,0.667218532713204,0.368833929338029,0.566210468310019,0.40578869927421,0.733664731154455,0.993059764925698,0.869355663744274,0.971593788948509,0.778827597714815,0.94877591409675,0.784475665170305,0.9224676382307,0.877879091730843
"d__Bacteria--p__Proteobacteria--__",-0.591403760841002,0.268201898888412,-0.563261689594418,0.269639703112222,-0.374593881901746,0.392674682885097,-0.459774591187766,0.690355487689931,0.555013074212386,0.788861607066023,0.573990242854786,0.787762557006991,0.708443521183282,0.695069674542493,0.646314073192547,0.490996487538133,0.909763698966694,0.869355663744274,0.914145098599753,0.82133932173188,0.94877591409675,0.880606201213199,0.94213480324154,0.739985227664106
